"asin","reviewText","overall","summary","unixReviewTime","initiation_date"
"B0000537KC","Of all of the nutrition bars that I have tried the Genisoy Chocolate Fudge Brownie is right up there in the top 4.  It doesn't taste like a protein bar - it tastes almost like a candy bar.  When I have a chocolate craving this bar can really satisfy it.  Even my husband (who hates nutrition bars) likes these.",5,"love these bars",1168473600,"2009-02-04"
"B0000CEQD5","Like most people who buy organic peanut butter, I do so because peanuts are heavy in pesticides and I want to provide my family with a better quality option.  This peanut butter seemed great at first glance - but be careful and read the label.  Maranatha makes several types of organic nut butters -- but the ""no stir"" type contains sugar and palm oil.Granted, it's ""organic palm oil"", but the palm oil industry is guilty of horrific ecological atrocities, including the systematic genocide of endangered orangutans and decimation of rain forests. (If you google ""orangutans and palm oil"", it'll break your heart). And palm oil labeled ""green"" or ""organic"" is generally considered ""greenwashing"" - it's still grown in palm farms which have replaced vital rain forest -  so I'm skeptical.Plus palm oil is not so good for our health. I'm surprised that Maranatha would include it.Maranatha DOES makes a good quality, tasty organic peanut butter that is a better option than their ""no stir"" type.  It's delicious and has ""no additives, sweeteners, chemicals, preservatives or trans fats"" - and less ethical concerns too.  You can find it here on Amazon. http://www.amazon.com/Maranatha-Pnut-Crmy-Salt-16-Ounce/dp/B00060N592/ref=sr_1_2?ie=UTF8&qid;=1354476981&sr;=8-2&keywords;=maranatha+organic+peanut+butter",1,"Palm Oil",1354406400,"2014-08-19"
"B0000CEQD5","You're not missing anything with this peanut butter. There's not much flavor to it, and you need to keep it in the fridge which will make it hard. It's ok if you plan on using it for apples or something. I got it locally for $6.I noticed there are ingredients missing on the image too. Mine has evaporated cane sugar and stuff in it.If you think you will get the goodness of Jif from this then you're looking in the wrong area.",3,"Not missing anything",1391904000,"2014-08-19"
"B0000CEQD5","Bleck, this stuff is sickeningly sweet. I intended to buy the almond butter (trying to stay away from legumes) but grabbed the wrong jar. Oh well, it's certified organic, it must be good. No, this cavity inducing paste is at least as sweet as Skippy and Jif. But hey, that's marketing for you, right? Prefix every ingredient with organic and con the consumer into buying candy when they think they're buying something healthy. Also, palm oil? Really? Even if it is organic, that stuff wrecks you (and the societies and ecosystems from which it is extracted). If you need to eat peanut butter, then it should be in a jar with a label containing the following ingredient: peanuts. I will not be going back to the store to remedy my mistake by buying their almond butter, as my blood sugar levels are causing blurry vision due to eating a tablespoon of Mara Natha's peanut flavored sugar paste.",1,"This is candy, and not in a good way.",1380153600,"2014-08-19"
"B0000CEQD5","Excellent Organic Peanut Butter! I agree with other reviewers, you should when FIRST OPEN JAR STIR IN CENTER SLOWLY, to let the oil on top seep down and mix properly.  Then you're good to go and enjoy Peanut butter & Jelly soft bread sandwiches. I'm getting the non salt version, though only 80 mg of sodium in this type, unlike alot of commercial brands that have 100 mg or more.",5,"Authentic Creamy Peanut Flavor!",1179964800,"2014-08-19"
"B0000CEQD5","This product has a good taste, it is also fortunate that unlike other brands this seems to be the easiest to spread on toast after taking out of the fridge (though it still is not as easy as it should be and does require patience)",4,"Tastes good",1370217600,"2014-08-19"
"B0000CEQD5","The taste is phenomenal.  My husband, who has disliked every organic peanut butter we've purchased, actually said this is the best PB he's ever tasted.  I only buy it for my kids.  I attempted to buy it on Amazon, but the description stated a pack of 6 for around $20 something.  I ordered it and received 1 jar for the over $20.  So, warning, don't believe the case packaging line (if it's still there in the advertising)  Why would anyone pay $20+ for a jar of PB?  It is available at local organic superstore for about seven dollars/jar.  Yes, costly, but so worth it!",5,"The best organic no stir peanut butter available",1375142400,"2014-08-19"
"B0000CEQD5","When they say ""No Stir Creamy Peanut Butter"" they mean no stir! Great tasting peanut butter and there is no separation.",5,"Delicious",1352160000,"2014-08-19"
"B0000CEQD5","In the weight control program that I follow, peanut butter is either a ""fat"" or a ""protein"".  With that in mind, I have tried different peanut butters and have narrowed my preferences down to two brands, Maranatha being one.  My reasons:-Organic: made with certified organic peanuts and if that is important to you, then Maranatha is a great choice.-Additives: NO hydrogenated oils, NO sugar added; no nothing except for a tiny trace of salt.  But, this does not taste salty at all-Great taste: This should have been first.  Maranatha has a mild, mellow, peanutty taste. I really do like it.-Great texture: truly smooth and creamy. Easy to spread even on soft breadHint: This is NOT homogenized; the oil is on the top of the peanut butter when you open the jar.  You have to mix it in but, fear not!  Stick a butter knife down into the middle of the jar and move it ever so slightly, creating an opening into which the oil can flow.  Repeat this a few times and most of the oil will be gone from the top.  Stir and then enjoy.  You will NOT have to mix again.Summary: A wonderful way to get those ""fat"" allowances from a healthful type of fat.  This peanut butter has made my weight control easier because I substitute it for far less satisfying fats and it seems as though I am eating something sinfully sensational.",5,"Marvelous Maranatha PB",1143849600,"2014-08-19"
"B0000CEQD5","I also like the MaraNathra PB. But the no stir version is not what some of the reviews on hereare talking about. These reviews are supposed to be for the no stir version and some reviews on here are for the oil on top, stir it up, version of their peanut better. Not the same PB.",4,"reviews are mixed up, not for no stir version!",1360368000,"2014-08-19"
"B0000CEQD5","I have tried them ALL - even making my own, which would be the best if I could get fresh organic peanuts. In lieu of that, I've been eating this p.b. for over four years. It's great with anything p.b. goes with, even better all alone on a spoon.Eat and enjoy!",5,"Best Peanut Butter on the Planet",1118880000,"2014-08-19"
"B0000CEQD5","I was expecting something that tasted more like Laura Scudders. I did not at all like the addition of sugar and oil to this product.",1,"Yuck",1375833600,"2014-08-19"
"B0000CEQD5","LOVE THIS PB!! It is very good, better than I thought it would be. It has a little bit of sweetness, but not too much. Very satisfied.",5,"LOVE!",1360972800,"2014-08-19"
"B0000CEQD5","The title of this review says it all. There is something seriously amiss with the thinking apparatus of anyone who will spend 23$ for one jar of peanut butter.No?",1,"23$ for one jar of peanut butter?",1377993600,"2014-08-19"
"B0000CEQD5","It tastes like sunflower seed oil. YUK! I've tried maaaaaany peanut butters and this one by far is the worst out of the organic kind",2,"Where's the Peanuts in this?",1369872000,"2014-08-19"
"B0000CEQD5","NATURAL, LOVE THE NON-SUGARY UNPROCESSED TASTE THAT THE OTHER PEANUT BUTTERS DON'T HAVE. CAN SPOON OFF SOME OF THE OIL AND DISCARD WITHOUT LOSING TOO MUCHY CREAMY TEXTURE,TOO, WHEN 1ST OPENED!",5,"Absolute Best",1148342400,"2014-08-19"
"B0001VU7TC","I took the pills as described on the label, but after a few days the pills started upsetting my stomach real bad and made me nauseas.",2,"just wasn't what I thought",1356998400,"2013-09-09"
"B00028PVHW","Of course, this is a matter of taste, but our family enjoys this product as a seasoning so we buy the larger container.",4,"Nice Seasoning",1361750400,"2010-03-25"
"B00028PVHW","My wife has been using this for years...  good alternative to 'regular' sodium salt. Because the review wasn't long enough to submit, I'll say it again, good alternative to 'regular' sodium salt.",4,"Good stuff.",1369094400,"2010-03-25"
"B00028PVHW","Have used this product for more than 30 years.  Can't do without it.  Give it a try.  You'll love it!",5,"A great replacement for table salt",1374537600,"2010-03-25"
"B00028PVHW","I have used it for 40 years. My mother in law introduced it to me. I could buy it in stores for years, now I have to find it on the internet. I also use Spike which you can still buy in stores.",5,"Never  without  Vege-Sal",1376611200,"2010-03-25"
"B00028PVHW","Love my vege-sal, I have my whole family hooked on it and I order it in big quantities for everyone. I use it on absolutely everything. I ordered thru Amazon and have really good luck.",5,"vege-sal",1349481600,"2010-03-25"
"B00028PVHW","Crazy as it may seem, I was so excited to see this vege salt available! I used to get it ages ago & was surprised to not see it in stores near me. Vege-Sal does not have actual salt, but vegetables as ground seasoning, so this is great to reduce salt intake & have flavor at the same time! It is awesome on popcorn!",5,"Love the Vege- Sal",1367452800,"2010-03-25"
"B00028PVHW","I have this on eggs every morning.  Try taking a whole chicken and preparing it, then drying it with paper towels and then rubbing it inside and out with Vege-Sal.  Even under the breast skin.  Let it sit for 24 hours then olive oil lightly and roast at 170 breasts down until the internal hits 170.",5,"Great Product!",1390176000,"2010-03-25"
"B00028PVHW","We love this as a salt replacement.  Especially on sweetcorn with some butter.  Also good on many other vegetables.  Try it on popcorn!",5,"The best salt ever",1363564800,"2010-03-25"
"B00028PVHW","what I expected",4,"Four Stars",1404000000,"2010-03-25"
"B00028PVHW","I have been using this product for years! It is a wonderful combination of vegetables and salt that reallt adds pizzazz to your table when used it instead of regular table salt.Add this it to a simple olive oil and vinegar or lemon and olive oil dressing to really make your salads exciting.  A great product!Vege-Sal - 20 oz -",5,"Vege-Sal",1227398400,"2010-03-25"
"B00028PVHW","I love this but have trouble finding it at my local stores.  Still salty but a little healthier plain salt.",5,"vege-sal",1380672000,"2010-03-25"
"B00028PVHW","Love eating this stuff on everything, so good.Like salt, but better.Eat it on veggies, sprinkle on sandwiches, pretty much eat it on anything you want to taste amazing.",5,"Yumtown Population: Me",1390262400,"2010-03-25"
"B00028PVHW","I am an avid cook, spent 30 years in the hotel business and ran my own bed and breakfast where I cooked for all of the weddings and events.  Although not salt free, I use it in place of salt for many dishes, especially poultry, beef and pork.  It is wonderful on fresh Tomatoes.  Not sure what I would do without it in the kitchen.  Could not recommend it more highly.I first learned about Vege-Sal while living on a wonderful vegetarian commune in the early 70's.  It has been around a long time.",5,"I Absolutely Love It!",1400198400,"2010-03-25"
"B00028PVHW","My family loves Vege Sal.  It is a great additive instead of plain salt! I highly recommend it to others.",5,"I love this stuff!",1358985600,"2010-03-25"
"B00028PVHW","I didn't realize it was a small box. I used to by the bigger size for the same money. My fault...",3,"The size is too small",1358812800,"2010-03-25"
"B00028PVHW","I like using this salt when eating hard boiled eggs.  It's great for seasoning almost anything like soups, stews etc.",5,"Flavorful salt",1402444800,"2010-03-25"
"B00028PVHW","I love VEGE-SAL Salt.  But didn't get any as they kept sending me Spike Gourmet Seasoning...2 diff. orders I had to return.  No more ordering from Amazon for me.",5,"Love the product - Got bad service",1365465600,"2010-03-25"
"B00028PVHW","Wonderful !!!I've been eating Vege-Sal about 30 years . I'm the only one in my family who doesn't have high blood pressure. I think it's because of theVEGE- Sal. I will always use it.",5,"Skinny Legs opinion",1386460800,"2010-03-25"
"B00028PVHW","Have used VegeSal for years and this is the name for that product, now.  LOVE this stuff, esp on vegetables and tomatoes.",5,"delish",1365033600,"2010-03-25"
"B00028PVHW","I've been using this product for decades, and it is my all time favorite seasoning. I especially love it on eggs, cottage cheese, and avocados; but I use it in/on everything that I would use salt in/on. It allows you to use less salt and still get a great flavor. I also prefer it over other spike seasonings due to it's fine grind - a little goes a long way and it isn't crunchy. I just moved to an area where I can't find it in the stores, so happy to find it on Amazon!",5,"All Time Favorite Seasoning!",1299196800,"2010-03-25"
"B00028PVHW","So nice to get this way - the store is out of it often, and this will last for awhile.",5,"my standby",1361491200,"2010-03-25"
"B00028PVHW","I have used this seasoning for years.... Then, I couldn't find it anymore (grocery stores/health food stores)..  I'm happy I made this purchase thru Amazon.  Yes, I still use Kosher salt on/off, but Vege Sal is the ""cat's meow"" when it comes to a sprinkle on eggs, vegetables, and all kinds of potatoes.......  You don't get that ""after"" taste like you do from regular salt = ""I'm thirsty""..  It's a very quiet seasoning with loads of flavor.  Enjoy",5,"Happy Again",1374364800,"2010-03-25"
"B00028PVHW","This has salt in it, which is the only drawback, and probably why it makes food taste so good!  My husband has discovered it and uses it pretty liberally in his cooking, but it makes everything taste delicious.  I believe it is lower in salt than most products, other than the ones that have no salt at all.  It also contains a variety of vegetable flavorings and spices. I bought it the first time in a local store, but cannot find it now, so have ordered it on Amazon this time.  It is a good all round flavoring and I would recommend it to anyone who cooks or eats.",5,"Good stuff",1363737600,"2010-03-25"
"B00028PVHW","We have loved Vege-Sal for years.  It is a family tradition that started with my grandfather about 50 or more years ago.",5,"We have loved Vege-Sal for years",1404691200,"2010-03-25"
"B00028PVHW","I've been using Vege-Sal for about 40 yrs (I'm 62) and my kids joke that it explains why I look so young! It's getting so hard to find in the local stores; I don't know why it's not stocked everywhere, but I'm glad to find it here.",5,"Can't be without it!",1398556800,"2010-03-25"
"B00028PVHW","I have been using this product for over 20 years and love it better than regular salt. It's delicious on corn, when cooking or in potato salad. Has a unique and delicious taste",5,"great alternative",1392940800,"2010-03-25"
"B00028PVHW","I have been using Vege-Sal for years, but once we moved west of the Mississippi, I couldn't find it in the retail stores.  As usual, Amazon came through.  It's a bit more expensive through Amazon, but worth it!",5,"Best salt seasoning ever!",1388793600,"2010-03-25"
"B00028PVHW","We have been using vege-sal (we call it veggie salt) for years, so when our local grocery stores stopped carrying it, we were distraught. We looked online and found it here and ordered. The product came quickly and it's the very same vege-sal we have been using all these years. We are thrilled to have it back in our pantry and on our table.",5,"Love this stuff!",1319673600,"2010-03-25"
"B00028QD2Y","Thought it was the same as the red box, but it's not. I've been doctoring up this mix in order to use it up. Had I known it was NOT the same, I would have just ordered the correct version. Which is also made by another company.",3,"NOT the original recipe, get the red box",1377129600,"2010-03-25"
"B00028QD2Y","They should call it &#34;Mushroom Magic&#34; ;-)  It's good on everything, but glorious on mushrooms!  A worthy addition to your spice rack.",5,"My favorite seasoning for mushrooms!",1396656000,"2010-03-25"
"B00028QD2Y","I love vege-sal ... I use it in all my dishes... My grand kids love it on their cukes and eggs.It is a wonderful product...",5,"Love Vege Sal",1360281600,"2010-03-25"
"B00028QD2Y","Been using this for many yrs.Just another way to lower salt in the diet.",5,"Veg-e-sal",1236470400,"2010-03-25"
"B00028QD2Y","I've been enjoying Vege-Sal since I was a little boy.  My mother used to buy it and we used it primarily on sunny side up eggs.  But now I use it on so much.  It's fabulous on a whole chicken, simply rinse, pat dry and rub with VS all over, inside, under the breast skin, etc.  Plastic sack and seal and leave in the refrigerator for a couple of days.  Remove, lightly olive or canola oil and roast breast side down for 75 minutes, then flip 180 and continue to roast for 15 minutes.  It's the veritable essence of comfort food.  To spice it up add cayenne pepper.",5,"Amazing Seasonng Salt",1345420800,"2010-03-25"
"B00028QD2Y","I have always been a &#34;salt-a-holic&#34;.  I am a Home Health nurse and found out about Vege-Sal from one of my patients.  It tastes better than salt!  It is so good.  I recommend it for anyone who is on a low sodium diet.  It still has sodium but just a bit more than half the amount of table salt.",5,"You gotta try it!",1373932800,"2010-03-25"
"B00028QD2Y","As more and more stores get conglomerated, and product choices diminish, it is great to be able to reach out to Amazon and grab a long-time favorite. We have used for years as an alternative to table salt. Not a salt substitute, not fake or phony, yet better if you do not want too much salt in your diet. By adding great vegetable taste through natural foods, it lowers the amount of salt that a normal dose would deliver. I have recently seen scientific results showing that salt phobia is non-sense, not a health risk at all. Still, this tastes better and I would use it even if it did not reduce over salinization.",5,"Better taste and better for you, great combination",1347321600,"2010-03-25"
"B00028QD2Y","Love Vegesol.  Use it on salads, steaks and roasts, chicken.  It has the depth of flavor that I associate with New Orleans cusine without overpowering the flavor of the food.  Should be on Oprah's top products list.....lol",5,"I have used it daily for years.",1389139200,"2010-03-25"
"B00028QD2Y","Have been using Vege-Sal in lieu of just salt for at least 25 years.  Helps cut back some on salt use.  And tastes great.",5,"Hooked for 25+ years",1237766400,"2010-03-25"
"B00028QD2Y","Vege-SalThis is a great spice mix, which does include salt.  I used to be able to get it locally, but for a while could not find it at all.  Great to see it on Amazon.com.  If you can use salt, give Vege-Sal a try!",5,"My favorite spice for almost everything",1210982400,"2010-03-25"
"B00028QD2Y","Veg-Sal is a great flavor change from table salt. Mild but still has a smooth taste different from Kosher or table salt. I don't use salt for cooking but add Veg-Sall to dishes before serving, I use primarily on salads.",5,"Great change from table salt",1387324800,"2010-03-25"
"B00028QD2Y","Vege-Sal Vegetized Seasoning Salt, 4-Ounce Shaker (Pack of 6)Vege-Sal Vegetized Seasoning Salt, 4-Ounce Shaker (Pack of 6)Vege-Sal - 20 oz - SaltYes, it is the same product but there was a lof of confusion  on my part trying to figure out if if I had the right product. I don't like SPIKE!!!!!!!!!!!!! I like Vegesal and I want to continue with the same product. What is in it to change the name to a product with a ""spicy"" reputation"". I did not need to take all the time it took me to learn that the name has changed. I might just look for a more stabily named product. What were you thinking to change the name of a product that I followed for a very long time!!!!!!!!!!!! ""Splain me that!!!!!!!!!!!!!"" Don't you know a good thing when you already have it?????????????  Change the explanation not the name of what it does, a salt substitute!!! If you are chasing another market, create a new product with a similar name  to fit the market and use that until it is comforable to combine the two products into one ""named"" product. I am so affended as to look for another product  with a more stable reputation. Come on, don't offend us! Stay with the product and name which gave you the recognition!!! I tell everyone I know about Vegesal and I have written it down for hundreds of interested parties especially among people in the last few years! They will end up confused. Take confidence in the known name of Vegesal!!!!! It is obvious in its name as to what is is. Don't play dumb and dumber right in the middle of recognition.  I  think you are acting before the product is taking hold. Emphasize the positive!!! Put it out there!!!!!! mwclark",5,"Same product but why change the name midstream?",1333756800,"2010-03-25"
"B00028QD2Y","Love this product. I use this ""salt"" for at least 3 years. I will recomend this product to all people who are health conscious and love to eat good, tasty food.",5,"spike brand Gourmet all natural seasoning",1294704000,"2010-03-25"
"B00028QD2Y","My family has used &#34;Vege Sal&#34; for many years. We love it on tomatoes and other vegetables. Great on meats, eggs, popcorn, etc. I have always enjoyed adding it to many of my recipes. Great natural product.",5,"Love it!",1362787200,"2010-03-25"
"B00028QD2Y","I recommend this to everyone.  I grew up on it and have always loved it way more than salt.  I always cook with it.  My husband didn't grow up with it and he has even converted over to Vege-Sal.  It's great with hard boiled eggs, mashed potatoes, seasoning meat.  Well pretty much anything you'd normally use salt with.  It gives it better flavor than salt.  (of course in my opinion)  But I think everyone that's tried it at my house loves it.  A lot of people say Spike Vege-Sale is way different than normal vege-sal...but I like both and Spike is cheaper and easier to find.  Try it for yourself!",5,"Great!",1393286400,"2010-03-25"
"B00028QD2Y","The product itself if fantastic.  Have already used most of what we have and will have to order more soon.  Fantastic flavor!!!",5,"Best Product Every!",1325635200,"2010-03-25"
"B00028QD2Y","Been using this stuff for decades in place of table salt and in cooking.Adds flavor, plus salt, though I do have to use more than I would regular salt.",5,"Vege-Sal",1398816000,"2010-03-25"
"B00028QD2Y","It is the greatest spice in the world! Our family recipes are incomplete with out this! Very, very, very good!",5,"Delish!!!!",1382745600,"2010-03-25"
"B0002DI23C","This is the only treat my dog  can eat. She is 16 years old, has  a liver disease and thyroid problems and is on  specialsubscription food.  All other dog treats make her sick. This treat is made out of all natural ingredients and it is also very good for her teeth, as it is crunchy.",5,"natural dog treat",1369180800,"2009-02-13"
"B00032CV8O","I have been using this for a good while. It is excellent for chops, chicken, fish especially grilled. I highly recommend this.",5,"Awesome Marinade",1368403200,"2015-02-13"
"B00032CV8O","Not the same mojo sauce I had in the Carribean. Thats a shame its was really good. And they wouldnt give up the recipe. Now were stuck with this. Dont get me wrong its ok. But not the same.",3,"Just Okay",1396483200,"2015-02-13"
"B00032CV8O","There is little or no flavor in this so called marinade, and any one who thinks so must be used to very bland, even tasteless food. All I tasted was salt with a hint of whatever yucky spice it is they used..Since it is not worth the price to return the bottle, I chucked it out.Don't waste your money... make your own marinade.",1,"Salt, salt, and more salt",1362268800,"2015-02-13"
"B00032CV8O","We were by a caterer that they used this marinade for their grilled chicken...it was super yummy.",5,"Grilled chicken",1288656000,"2015-02-13"
"B00032CV8O","I have been buying Goya products for many years now. I have recently moved from Florida and local market does not stock the products I am used to getting. The price is fair and shipping is great. Amazon makes sure product is not damaged during shipping. Must buy if you are looking for the Hispanic flavors you love.",5,"Love this marinade",1377129600,"2015-02-13"
"B00032CV8O","Not sold at my local Target, I'm so happy to find it on Amazon!!!  Love this product and use it to make chicken with black beans and rice at least once every two weeks if not more!",5,"Delish!",1353456000,"2015-02-13"
"B00032CV8O","My husband and I use this marinade with Italian dressing on venison and it tastes excellent. We highly recommend it.",5,"Excellent marinade!!",1391904000,"2015-02-13"
"B00032CV8O","Mojo criollo is one of the better marinades I've used, and compared to most of the stuff you'll find at the grocery, it's a unique, and to be frank, superior alternative. A mixture of vinegar, spices (garic chief among them), onion and citrus juices (lime, bitter orange), Mojo Criollo will impart a full, tangy flavor to whatever meat or poultry you're cooking, as well as add to it's overall juicyness. Wonderful for grilling (grilled some chicken breasts marinated in it earlier tonight), and a vital addition to black beans if you want to prepare them in the traditional Cuban manner (my mother, a native of Jovellanos, Matanzas in Cuba swears by it...and I'll swear by her black beans).",5,"Great marinade for grilling, and a whole lot more...",1122508800,"2015-02-13"
"B00032CV8O","I have a London broil sitting in Mojo Criollo in my fridge as I write this. I've done pork and chicken with it, but never beef until tonight. I have no reason to think I'll be disappointed. Especially not when the flavor of this stuff gets mixed in with peppers and onions that have been sweating for about 30 minutes and then laid in a tortilla. If you don't want to pay Amazon Grocery prices, I can't say that I blame you, but regardless, find this stuff and use it often.",5,"Love this stuff.",1346112000,"2015-02-13"
"B00032CV8O","I was not completely on board when a friend suggested using this on chicken. But once I grilled it up, I could not stop talking about it. I also passed on to some of my relatives who are now in love with it. Have not tried it on pork or beef, but looking forward to it.",5,"So much better than I could have imagined",1378252800,"2015-02-13"
"B00032CV8O","Absolutely perfect marinade for any meats, or fish. I will be ordering more for sure. The only marinade you ever need.",5,"a must have for your cabinets! brings out the best in your food.",1402444800,"2015-02-13"
"B00032CV8O","First of all, 5 stars for Goya Mojo Criollo.  It is fabulous.  I use it to marinate everthing:  chicken, fish, shrimp, pork, or beef.  If you love tangy, citrusy, flavorful food then this is the best marinade in my opinion.  It also helps keep the food moist.  However 1 star for Amazon Grocery, I was pretty annoyed after I bought the two bottles from Amazon for 13.99 and then walked into a regular grocery store to find that each bottle sells for 2.94.",5,"La mejor marca de Mojo en el mercado. Delicioso!",1246060800,"2015-02-13"
"B00032CV8O","I had never had this and found it mentioned in a post on FB.  I asked what it was and was told it was a flavor enhancer that is used in Mexican cooking.  I bought this and had no idea how great it really is.  I love it and can't wait to be able to grill outside using this in my marinades or by itself.  It sure enhanced the flavor of my chicken dish I made.  Love it and it is a huge bottle, and you get 2!!!  Will buy this again.",5,"New to me",1391990400,"2015-02-13"
"B00032CV8O","I don't understand the pricing of this product on here.  I just bought a 24 oz bottle of this at the store yesteday for $1.88 in Chicago.  Why the upcharge??",5,"BUT WHY SO EXPENSIVE ON HERE?",1331596800,"2015-02-13"
"B00032CV8O","I used this marinade for chicken before broiling it in the oven to add to chicken enchiladas.  This marinade is also good with pork.  It has a mouth-watering flavor that adds spice to your cooking.  Please bring it back.  I moved to the North East and cannot find this marinade anywhere up here.",5,"The best marinade for all types of meats",1233619200,"2015-02-13"
